,yorum,duygu
3603,Bi mesaj atanımız turkcell oda borcunu istiyo mk.,olumsuz
3604,Kötülük bir insana en fazla bu kadar yakışır.sende ki çekim gücü ne turkcell de var ne avea da... #KaanUrgancıoğlu https://t.co/ouX4lzFfYb,olumsuz
3605,"@VodafoneDestek Internet hattimiz hala  acilmadi. Atolye baglantisiz. Vodafone, bize sosyal medyadan ulasin diyor. Turkcell'den yaziyorum",olumsuz
3606,Ulan Turkcell senin Abv,olumsuz
3607,"@Turkcell @VodafoneTR Turkcell'li olmanin cezasi bu olsa gerek, cekmeyen internet icin, vodafone modem almak https://t.co/SKEML0SZBI",olumsuz
3608,@Kaan_Terzioglu ve ben turkcell sözleşmesi 4.Madde 15. Bendeki haklarimdan yararlanamiyorum 1 bana gerekçe olarak GSM vericisi dikileceği,olumsuz
3609,Başkan 99.90 tl fatura olursa tabi ödeyemem aq bütün servetim sizin olsun turkcell alın,olumsuz
3610,@Kaan_Terzioglu Turkcell Timler sayesinde büyüyor Timler yerinde sayıyor müdürüm,olumsuz
3611,Turkcell ve Avea 4.5G uyumlu Sim kartları ücretsiz değiştirirken Vodafone 15 TL ücret istiyor. Senin anan güzel mi Vodafone?,olumsuz
3612,Tam depresyona giricem turkcell mesaj atıyor,olumsuz
3613,@VodafoneDestek turkcell den vodafone a gectigime pismanim,olumsuz
3614,"@gucmen @Akbank iyi, güzel de Amsterdam'dayım ve o telefonu açıp insana ulaşana kadar oluşacak Turkcell faturasını Akbank ödemiyor.",olumsuz
3615,Turkcell yüzünden hep küfür ediyorum çıldırtıyo beni grzklı,olumsuz
3616,"Turkcell bugün mesaj atmadı, kesin başka biri var",olumsuz
3617,Hoşlandığım kız turkcell'li ben avea. Pardon türk Telekom aq ezikliğe bak zengin kız fakir oğlan ??,olumsuz
3618,"@AlvinaMsetdin Farklılık olsun niyetiyle yeni hat aldım avea daha hesaplıymış düşüncesiyle , pişmanım ısrarla önermem Turkcell candır",olumsuz
3619,Bugün biter mi ?????? (@ Turkcell Global Bilgi in Erzurum) https://t.co/8Ua4dBAsiP,olumsuz
3620,sayın turkcell yonetıcılerı lafta kadın gunu kutlayacagınıza bugun kadınlara bedava konusma hakkı versenıze,olumsuz
3621,@bahtaver turkcell'in marketing direktörü bu sene kovulup toplu tazminat alma peşinde galiba,olumsuz
3622,şımdi sırada turkcell e her ay ödediğim faturalar haram olsun vodafondan tweet girilirken turkcelle ne oluyor #yerindibinebatsın,olumsuz
3623,turkcell kontorumu yedi,olumsuz
3624,serefsiz turkcell kontlrumu yedi @btlcskns,olumsuz
3625,turkcell internetin fişini çekti 02.10,olumsuz
3626,"evde,okulda,orda,burda hiiiiiiiiçç bir yerde çekmiyorsun turkcell!????",olumsuz
3627,"@dakataki ama sonucta vodafone yurtdışı ve küresel 1 şirket, turksat ttnet turkcell gibi akpnin arka bahcesi degil ve daha @erkekdiilimben",olumsuz
3628,"turkcell internetini kullananlar internete erişim sıkıntısı yaşıyorlar, özellikle twitter ı açmıyor turkcell interneti olanlar",olumsuz
3629,"@mustafaselanik3 ispanyadayım, turkcell ile buradan bile giremedim? vpn ile bağlanabildim...",olumsuz
3630,turkcell yapacağınız işi sikeyim internete girmiyo lan telefon,olumsuz
3631,turkcell hattan twitter'a vpn siz bağlanmıyor. vodafone'da problem görünmüyor. yazıklar olsun @turkcell,olumsuz
3632,turkcell superonline'a daha geçmeden çıldırmaya başladım aminiza koyim vereceğiniz servisin tekerini sikeyim !,olumsuz
3633,"tt, turkcell erişimi engelliyor.",olumsuz
3634,"wifi erişimini kapatıp vodafone 3g üzerinden gündemi takip etmek, turkcell'in ırzına geçildiğini gösteriyor. #turkcell #akcell olmuştur.",olumsuz
3635,lanet olsun lanet  ankarada yakınlarına ulaşamıyorum  turkcell telsim la size oldu  hizmet alamıyorum. hatlar mesul meskulllll,olumsuz
3636,neeee turkcell de sınırsız internet kalkmışmı istifa ediyorum.,olumsuz
3637,trene binerken sesi duydum mit'i aradim ama turkcell devre disiydi haber veremedim. panige gerek yok yarım saate kadar kınamalar gelir.,olumsuz
3638,@bizeayrilansure @ohaoglu ben turkcell bende de sıkıntı var,olumsuz
3639,yine turkcell avea ve vodafone kazandı aq keşke faturalıya geçmeseydim ceparandan deli dakika kasardım.,olumsuz
3640,ankara'da şebekeler kitlenmiş durumda özelikle turkcell sınıfta kaldın. bu nasıl bi alt yapı on dakikadır kimseye ulaşamıyorum.,olumsuz
3641,avea ya geçtim turkcell burdan senin ananı sikim kazıkçı,olumsuz
3642,@sinandirlik @turkcell @turkcellhizmet turkcellm aboneliğinden çıkmamızın vakti geldi geçiyor bile.,olumsuz
3643,"@muhalif_c @turkcell turkcell i kullanip var edenlerde kabahat, ilk alternativ ciktigi an degistirmistim, kazik fiyatlari zaten",olumsuz
3644,sanırım turkcell hattımı değiştireceğim -_-,olumsuz
3645,"işte turkcell'de dikmiyordu, geçen ay 6+7 kullandıydım, ek olan 7 için vallaha 30lira falan verdimdi :((",olumsuz
3646,@bulentmumay @fatihyagmur @turkcell direk turkcell hattımı kapatiyorum,olumsuz
3647,he sözde turkcell heryerde cekıyordu,olumsuz
3648,turkcell 375 mbit diyor 4.5g ile ama verdiği kota 2 gb diyor birkaç dakika içinde dolan kotalara merhaba,olumsuz
3649,benden aldıgınız parayı size helal etmiyorum inş turkcell inde sonu gelir.....,olumsuz
3650,@turkcell eşimle numaralarımızı taşıdık.hatlarımız 06:30 da taşıma tamamlanacaktı.tamamlanmadı turkcell mağdur etti bizi.şebekesiz kaldık,olumsuz
3651,"turkcell belarus'a 4g yatırımı yapıyormuş, çünkü orada 4.5g olsun diyerek, dünyada olmayan bir teknolojiyle kimseyi kandıramazsınız!",olumsuz
3652,turkcell 4.5g yi neden 2 nisanda değilde 1 nisanda getiriyor??,olumsuz
3653,yavşaksın turkcell,olumsuz
3654,@turkcellhizmet suçumuz turkcell de mi kalmak,olumsuz
3655,turkcell dalga geçer gibi 30 mb internet hediye vermiş aq,olumsuz
3656,turkcell ile hayata bağlanamıyorum.,olumsuz
3657,#annemiçin gereken ne ise yapıp hattını turkcell den vodafone a taşıtacağım. şimdilik en uygunu bu.,olumsuz
3658,turkcell superonline baysi anadolu teknik işinizi eksik yaptınız.,olumsuz
3659,"turkcell'in faks reklamı sacma, yıl olmuş 2016 mk ne faksı!",olumsuz
3660,bedava dağıttığın biletler böyle patlar elinde turkcell,olumsuz
3661,her yerde ceken turkcell arnavutköyden çekmiyor ulan,olumsuz
3662,"@turkcell cevahir avmden aldım bozuk çıkan telefonu, yeni sisteminizden dolayı 5 gündür değiştirelemedi yazıklar olsun turkcelle",olumsuz
3663,"ben ömrümde turkcell ve superonline kadar alçak, namussuz, şerefsiz firma görmedim.allah belanızı versin! @superonlinetr @turkcellhizmet",olumsuz
3664,"@turkcell turkcellcim, daglarda baglarda tunelde degil .evimin icinde degil sokakta durmam lazim internete baglanmak icin ????????????",olumsuz
3665,"@turkcellhizmet ,istanbul güngören de turkcell çekmiyor.çözümü ben buldum onlar bulmadı. telefonu 3g den,2g'ye düşürünce full çekiyor.",olumsuz
3666,turkcell 20 gb interneti 9 gunde bitirdiğimi iddaa ediyor bariz yalan,olumsuz
3667,bu nasıl iş yahu avea vodafone h hızında turkcell e de zor çekiyor wifi de yok sadece yazıları okuyabiliyorum resim mafiş kulliyen yazı ????????????,olumsuz
3668,ee turkcell sorunuma çözüm bulabildin mi @tcellplatinum @turkcell,olumsuz
3669,20 yıllık müsterisine bunu yapan yeni aboneye ne yapmaz turkcelli olmadan önce tekrar düsünün  @tcellplatinum @turkcell @turkcellhizmet,olumsuz
3670,artık en iyisi @vodafonetr ye geçmek çünkü artık turkcellin boku çıktı @tcellplatinum @turkcell @turkcellhizmet,olumsuz
3671,@ahturgut içinden turkcell geçen ne varsa mesafeliyim abi. allah seni de kurtarsın inşallah ☺,olumsuz
3672,@superonlinetr size özel bedava deyip turkcell tv kurdunuz meğer hiç bahsetmeden bizi yeni bir taahhüte sokmuşsunuz.,olumsuz
3673,yönetim turkcell'e bu maç için karti olana dağıtılması için 5 bin bilet verdiğini resmi sayfadan maça 3 saat kala açıklıyor organize süper,olumsuz
3674,istanbulun merkezinde oturuyorum ama turkcellin çekim gücü alp dağlarında oturuyormusum muamelesi yapıyor! neden? @turkcell,olumsuz
3675,internetim azalmış üzdün turkcell????,olumsuz
3676,bugün turkcell'e ihanet ederek hat değiştirdim,olumsuz
3677,son 90 gün icerisinde turkcell'i olmama rağmen yıldız kampanyalarından yararlanamıyorum! @turkcellhizmet,olumsuz
3678,"@ctasdemir turkcell pişmanlıktır, vodafone candır :) 1gb hediye ediyor, üstelik de bunun için 5 tl internet kullanmamı beklemiyor :)",olumsuz
3679,turkcell bozuldu heralde ????????,olumsuz
3680,turkcell aptal misin ? ariyosun neden konusmuyosun.ss.s,olumsuz
3681,turkcell-şahan gökbakar avea-ata demirer vodefone-şafak sezer... hepsi komedyen ama faturalar gelince biz hiç gülmüyoruz:):):),olumsuz
3682,@turkcell müşterilerine yaptırm uygulayan turkcell,olumsuz
3683,turkcell ve kvk dan.nefret edenler,olumsuz
3684,@fatihyagciresmi @tcellplatinum @turkcell  abi turkcell artık berbatligin dibini vurdu çoğu kişi değiştirdi zaten parayla rezillik yaptiklri,olumsuz
3685,turkcell allah belanı versin,olumsuz
3686,turkcell e 300 tl verip kapitalizmin tuzağına düştüm şan beş parasızım,olumsuz
3687,@fatihyagciresmi @tcellplatinum @turkcell turkcell pişmanlıktır.,olumsuz
3688,@fatihyagciresmi @tcellplatinum @turkcell vodafone dünya markası şuanki tarifem turkcell olsa en az 80 yada 90 tl ödedim,olumsuz
3689,bu turkcell in allah cezasını versin yav???? netin ağırlığından 62837241 saat sayfayı yenileyemiyorum????????,olumsuz
3690,@ygtskrr az önce servis yok yazdı bak. turkcell mi bu son faturam ödedikten sonra hattımı değiştirecem 80 tl öde servis yok yazsın aq,olumsuz
3691,@superonlinetr gercekten berbat internetiniz var. yavasligi yine kendi yavasligiyla yarisiyor ???????? turkcell'e yakisir bee!,olumsuz
3692,"@doguskuran turkcell'den almadığım yardım ve destek için resmi web sitesinden ""söz sizde' bölümünden defalarca yazdım +++",olumsuz
3693,reklamı yüzünden soğuyup müşterisi olmaktan kaçındığım markaları sayıyorum: turkcell türk telekom veradelta doğuş çay balinlerin,olumsuz
3694,turkcell 4.5g ile faks hizmeti reklamı yapıyor. yıl 2016.,olumsuz
3695,lan ne demek arama yapamazsın pis turkcell,olumsuz
3696,edebiyat kasmaya gerek yok. deniz ve kıyısında turkcell çekmiyor.,olumsuz
3697,5 dakikada bir internet kesiliyor turkcell bazistasyonuna istanbulda cekmiyen şebeke,olumsuz
3698,turkcell'e çalışıyorum mübarek her ay geçiriyor bana bir güzel????,olumsuz
3699,neden turkcell li oldum ki neden abi ya neden.,olumsuz
3700,freezonlu biri var mı sevabına bi sinema şifresi paslasın? ben turkcell'liyim de hiç öpmiiim ????????,olumsuz
3701,turkcell resmen cekmiyo ya boyle ilkellik,olumsuz
3702,"okulumda turkcell cekmiyo,dert dert ustune",olumsuz
3703,turkcell arama artik istemiyorum,olumsuz
3704,internet paketim bitti hay turkcell senin,olumsuz
3705,@slm_yzc @turkcell @turkcellhizmet @tcellplatinum turkcell bu konuda mutlaka hatasını telafi etmeli ablacığım,olumsuz
3706,"yıl 2016, kıyameti koparılan 4.5g'ye 20 gün kalmış, lokasyon nişantaşı ve turkcell'de network communication issues / internet yok! bravo!",olumsuz
3707,turkcell’den gelen sana özel mesajını arkadaşımın telefonunda da görünce anladım kimseye güvenemiyeceğime....,olumsuz
3708,turkcell sana kafa göz dalarım vallah ben boşuna mi oraya şifre koydurdum numaramı veriyorsun millete ????,olumsuz
3709,"turkcell superonline tam bir skandala imza atacak bir uygulama yapmış....18 günlük geç ödenen fatura için 24,90 tl açma/kapam…",olumsuz
3710,turkcell paketlerinin değiştiğini öğrenince biraz hüsrana uğradım ne istediniz benim sınırsız internetimden neeee,olumsuz
3711,bir beşiktaşlı olarak turkcell'i bırakıp tüm hatlarımı vodafone'a taşıdım.yeni stadımız da yeni şebekem de hayırlı olsun./değişiklik iyidir????,olumsuz
3712,@egemendurmus turkcell dm den mesaj atti ilgilencez diye hala ses yok,olumsuz
3713,vodafone'a musteri kazandirmak icin calisan turkcell... oldu olacak vodafone'un reklam bütçesini de ustlenin... #turkcellpismanliktir,olumsuz
3714,"@turkcellhizmet herhalde 15 senelik turkcell mustarisiyim, sinirden aglayacagim su an.musteri hizmeti servisiniz hala mi bu kadar basiretsiz",olumsuz
3715,@turkcell yalan turkcell bu hız meselesi. o hızı istanbulun en iyi çeken yerinde göremeyiz daha benim yaşadığım yeri söylemiyorum,olumsuz
3716,he aziz benim ismim onur turkcell eski hatları geri piyasaya sürüyor şaban...,olumsuz
3717,yillarca zengin ettiğim turkcell'den vermiş olduklari rezil platinum hizmetindende kendisindende kurtulma karari aldim hallelujah vodafone,olumsuz
3718,ben bu turkcell'den bıktım normal hizmeti sıfır zaten birde almaması gereken bir ücret için vip paket çıkarmış 57 lira istiyor.,olumsuz
3719,bu turkcell de kazık olmayan kampanyaları kontör bitince yada kazık soktuktan sonra atmıyor mu deli ediyor amk,olumsuz
3720,@turk_telekom ne fiberinden bahsediyorsun sen turktelekomla turkcell i karıştırmışsın. reklam süperde bu reklam size fazla bee ????,olumsuz
3721,"turkcell gecenin ikisinde kampanya mesajı atmak, neyin kafası?",olumsuz
3722,abi turkcell'in amk ne demek 1 gb sınırsız kaldırıldı laaannnn,olumsuz
3723,@turk_telekom turkcell den yedigim kaziklar dan dolayi 4 hattimi turk telekoma gecirdim ve gercekten iyi cekim ve hiz iyi,olumsuz
3724,"hayır baba tabi ki de hattımı 4,5 g yapmıycam vodafonelu olucam çünkü hayır istemiyorum boşuna uğraşma turkcell kazıklıyor bizi ????",olumsuz
3725,@aearyairell müşteri hizmetlerine bağlanacağım dediğinde sürekli tuşlayın diyen bir hizmet turkcell'e bağlan hayata ????,olumsuz
3726,@turkcellhizmet @kitmiroglu @avciiiyigit @rinnegan1337 bu turkcell bana yamuk yaptı,olumsuz
3727,"turkcell'den hediye 5gb internetim var zannedip kendi internetimin dibine vurdum, şuan yaşayan sayılı salaklardanım",olumsuz
3728,@turkcell ici bos bir markalastirma. kârini insanlarin paketlerini turkcell musteri hizmetlerinden hizmet aldirtmayarak saglar.,olumsuz
3729,@turkcellhizmet merhaba turkcell bende evimde telefonla konuşabilecekmiyim mecidiyeköyde telefon çekmiyor 3 aydır hattımı taşıdgıma pişmanım,olumsuz
3730,sevgili turkcell telefonuma tl yükle mesajını gönderme  en son bütün tlmi yuttun,olumsuz
3731,@turkcell bu teknolojiyi turkcell 2005 yılından beri basit baz istasyonu kuramadığı yerlere mi kuracak? inönü köylerini gezin bakalım...,olumsuz
3732,"@demokratbaskan eger hattın turkcell ise para verme,ısrar ederlerse müşteri hizmetlerini arıyorum de kuzu kuzu hallederler",olumsuz
3733,turkcell çaldığın sana kalan 189 dakikam haram zıkkım zehir olsun dakikalarımdan ne istediniz amk,olumsuz
3734,"@turkcell mükemmel  hizmet ! bayi yanlış  yapar , turkcell bunu sisteminde görmediğini  idda eder ! olan bize olur",olumsuz
3735,@turkcell allah korusun turkcell mi asla,olumsuz
3736,iyi de o işler öyle olmuyor turkcell ????,olumsuz
3737,turkcell sınırsız internet paketlerini kapatmış. artık turkcell'li olmamın bi anlamı kalmadı.,olumsuz
3738,turkcell aboneliğimizi tekrar gözden geçirmek lazım. müşteri memnuniyetine verilen önem sifir...,olumsuz
3739,turkcell'in dolandırıcılık için dikkatli olun mesajı çok komik değil mi lan?,olumsuz
3740,"15 yıl sonra turkcell, dünyada operatörlerin denemediği bir alana daha girmeye çalışıyor (bipp). keşke geçmişten ders alsalar. 2/2",olumsuz
3741,"turkcell derdin her neyse benimle adam gibi iletişime geç, öbür türlü mesajın bana ulaşmadan siliniyor.",olumsuz
3742,turkcell den çektiğimi kimseden çekmiyorum. saçma sapan uygulamaları yüzünden hattı kapatıyorum. yeter yaa @turkcellhizmet,olumsuz
3743,@turkcellhizmet bunu turkcell kullanıcısı yani ben diyorum avealı demiyor,olumsuz
3744,siz siz olun sakın turkcell superonline kullanmayın. kendimi dolandırılmış gibi hissediyorum.,olumsuz
3745,şerefsiz turkcell internetleri yavaşlatmadıysa adam değilim. 4.5 g'ye geçmezsek neler yapacaklarını gösteriyorlar,olumsuz
3746,2 aydir turkcell faturam 500 tl civarinda geliyor. hani nasil derler bilmiyorum. artik burama kadar geldi. ne guzel soyuyorlar.,olumsuz
3747,turkcell superonline adsl veremediği hizmet için sevgili müşterim al benim mobile internetimi kullan diyemiyor. yeni paket alıyorsun.,olumsuz
3748,kolay iş turkcell var gider şikayet eder tarife alırım adam akıllı ne uğraşayım ? statla uğraşana kadar önce işini yap madem,olumsuz
3749,zaten hattımda -7 lira var.vicdansız turkcell msj atıyo bi de bilmem ne vergisinden 60kurus kestik.lira yükleyince 98kurus daha kescez diye????,olumsuz
3750,@tcellplatinum 20 dk dır acılmasını bekliyorum ha gayret turkcell ha gayret güya 4.5 g ye gecicez nisanda pes valla????,olumsuz
3751,@kaan_terzioglu yanlış anlamayın ama şuan evimde turkcell superonlinedan aldığım hız 7.2mbit. istanbulun göbeği. kandırmasak keşke insanları,olumsuz
3752,ulan dizinin son 10 dk sı kalmış internet gitti 35 dk oldu gelmiyo şarafsiz turkcell,olumsuz
3753,insan bu saatte iki ödenmemiş faturanız var diye uyandırılır mı lan allahsız turkcell,olumsuz
3754,son dönemdeki turkcell superonline 'da yaşanan hız problemi can sıkıyor.,olumsuz
3755,10 ayım kaldı...bitsin...turkcell superonline'a tekmeyi basarım...,olumsuz
3756,@superonlinetr turkcell superonline abonesiyim. hiç memnun değilim. vermiş olduğum taahhüt nedeniyle kurtulamıyorum.,olumsuz
3757,@tcellplatinum 64 gündür tamir için aldıkları telefonumu vermeyen bir kurum turkcell !!! platinumlu olmak ayrıcalık değil !!!!!!!!!!!!!!!!!!,olumsuz
3758,turkcell bizimle kafa buluyor reklamda söylüyor söylüyor en son şaka şaka diyo ya bi kalk git hele????????,olumsuz
3759,@ysfbdq burda neden turkcell yok niyeeee???¿¿,olumsuz
3760,turkcell@superonlinetr türkcell superonline abonesiyim. çok pişmanım ama taahhüt nedeniyle kurtulamıyorum.,olumsuz
3761,turkcell@superonlinetr cumhurbaşkanına çok rahat ulaşırsınız ama türkcell superonline yöneticilerine asla ulaşamazsınız.,olumsuz
3762,çekiyor diye turkcell e geçmiştim kim arasa ulaşamıyor bana ilk fırsatta değiştiriyorummmm???? @turkcellhizmet,olumsuz
3763,turkcell superonline abonesi olurken iki defa düşünün.,olumsuz
3764,turkcell superonline yetkilileri müşterilerine neden cevap vermiyor.,olumsuz
3765,oha ya yıl olmuş 2016 hala turkcell'in çekmediği yerler var ????????,olumsuz
3766,turkcell superonline aboneliğimizi iptal ettiremiyoruz.,olumsuz
3767,turkcell superonline yöneticileri aboneleri muhatap almıyorlar. sitelerinde ttk'ya göre olması gereken bilgiler neden yok bilgiler yok.,olumsuz
3768,"cumhurbaşkanımıza, başbakanımıza ulaşabilirken turkcell superonline abone iptal servisini arıyoruz telefona cevap veren yok!",olumsuz
3769,turkcell'e internetten sıkıntımı ilettim 10 iş gününe kadar cevap veririz diyor tam 14 gün sonra cevap şahane eskiden bu süre 24 saatti,olumsuz
3770,turkcell ne kazık bir operatör be,olumsuz
3771,turkcell sınırsız internet paketini kaldırmış nasıl milletin parasını cebinden alalım diye yeni sınırsız paket yapmış hız…,olumsuz
3772,turkcell neden çekmiyor,olumsuz
3773,"turkcell 4.5g için önce hattımı beğenmedi değiştirdik, şimdi de telefonumu beğenmiyor. sen kim? sen kim köpek?",olumsuz
3774,internet paketi bitti diye bana 5 lira 5 lira geçiren turkcell'e de yazıklar olsun! damlaya damlaya göl oldu buralar.,olumsuz
3775,turkcell sınırsız internet paketini kaldırmış nasıl milletin parasını cebinden alalım diye yeni sınırsız paket yapmış hızıda 1kb haram olsun,olumsuz
3776,@turkcell hayatım boyunca telefonsuz kalsamda turkcelle işim olmaz türkiye'nin yüz karası.,olumsuz
3777,hani turkcell metroda da çekiyodu. anca kazıklayın milleti,olumsuz
3778,allah belanı versin turkcell ;(,olumsuz
3779,"turkcell'e numaramı taşırken, hattı üstüme almayı eski operatörümde yapmam gerektiğini neden söylemiyosnz?bilgisiz elemanlar çalıştırmayın.",olumsuz
